Dataset	Celltype	Gene
Brain_PFC_Wang2018	Ex5b	DMD
Brain_PFC_Wang2018	Ex5b	SYN2
Brain_PFC_Wang2018	Ex5b	NECAB1
Brain_PFC_Wang2018	Ex5b	CHRM3
Brain_PFC_Wang2018	Ex5b	PCDH7
Brain_PFC_Wang2018	Ex5b	ENC1
Brain_PFC_Wang2018	Ex5b	FAM155A
Brain_PFC_Wang2018	Ex5b	ERC2
Brain_PFC_Wang2018	Ex5b	FRMD4A
Brain_PFC_Wang2018	Ex5b	CCK
Brain_PFC_Wang2018	Ex5b	FBXW7
Brain_PFC_Wang2018	Ex5b	THRB
Brain_PFC_Wang2018	Ex5b	NCAM2
Brain_PFC_Wang2018	Ex5b	LARGE
Brain_PFC_Wang2018	Ex5b	ADGRL2
Brain_PFC_Wang2018	Ex5b	NRGN
Brain_PFC_Wang2018	Ex5b	NETO1
Brain_PFC_Wang2018	Ex5b	MKL2
Brain_PFC_Wang2018	Ex5b	MMP16
Brain_PFC_Wang2018	Ex5b	RGS6
Brain_PFC_Wang2018	Ex5b	GABRG3
Brain_PFC_Wang2018	Ex5b	GRIA1
Brain_PFC_Wang2018	Ex5b	FMN1
Brain_PFC_Wang2018	Ex5b	MCTP1
Brain_PFC_Wang2018	Ex5b	SLC39A11
Brain_PFC_Wang2018	Ex5b	PRKD1
Brain_PFC_Wang2018	Ex5b	KCNQ3
Brain_PFC_Wang2018	Ex5b	GAP43
Brain_PFC_Wang2018	Ex5b	PRKCB
Brain_PFC_Wang2018	Ex5b	AQP4-AS1
Brain_PFC_Wang2018	Ex5b	RP11-191L9.4
Brain_PFC_Wang2018	Ex5b	GABRB3
Brain_PFC_Wang2018	Ex5b	SOX5
Brain_PFC_Wang2018	Ex5b	ST6GALNAC5
Brain_PFC_Wang2018	Ex5b	GRM5
Brain_PFC_Wang2018	Ex5b	OXR1
Brain_PFC_Wang2018	Ex5b	HECW1
Brain_PFC_Wang2018	Ex5b	KCNT2
Brain_PFC_Wang2018	Ex5b	PCSK2
Brain_PFC_Wang2018	Ex5b	DCLK1
Brain_PFC_Wang2018	Ex5b	KCNMB4
Brain_PFC_Wang2018	Ex5b	CSGALNACT1
Brain_PFC_Wang2018	Ex5b	MDGA2
Brain_PFC_Wang2018	Ex5b	RASAL2
Brain_PFC_Wang2018	Ex5b	ZNF385B
Brain_PFC_Wang2018	Ex5b	LMO4
Brain_PFC_Wang2018	Ex5b	AK5
Brain_PFC_Wang2018	Ex5b	HS3ST4
Brain_PFC_Wang2018	Ex5b	HTR1E
Brain_PFC_Wang2018	Ex5b	ANKS1B
Brain_PFC_Wang2018	Ex5b	SNCA
Brain_PFC_Wang2018	Ex5b	CELF4
Brain_PFC_Wang2018	Ex5b	RAPGEF4
Brain_PFC_Wang2018	Ex5b	GRIA3
Brain_PFC_Wang2018	Ex5b	CACNA2D3
Brain_PFC_Wang2018	Ex5b	SCN3B
Brain_PFC_Wang2018	Ex5b	CCDC3
Brain_PFC_Wang2018	Ex5b	SATB2
Brain_PFC_Wang2018	Ex5b	KIAA1211L
Brain_PFC_Wang2018	Ex5b	ATP2B1
Brain_PFC_Wang2018	Ex5b	VSNL1
Brain_PFC_Wang2018	Ex5b	CDH10
Brain_PFC_Wang2018	Ex5b	RP11-384F7.2
Brain_PFC_Wang2018	Ex5b	CDK14
Brain_PFC_Wang2018	Ex5b	PDE1A
Brain_PFC_Wang2018	Ex5b	SNTG1
Brain_PFC_Wang2018	Ex5b	ERICH1-AS1
Brain_PFC_Wang2018	Ex5b	CSMD3
Brain_PFC_Wang2018	Ex5b	NAV3
Brain_PFC_Wang2018	Ex5b	FRMPD4
Brain_PFC_Wang2018	Ex5b	CREG2
Brain_PFC_Wang2018	Ex5b	CACNA1B
Brain_PFC_Wang2018	Ex5b	FOXP1
Brain_PFC_Wang2018	Ex5b	EPHB6
Brain_PFC_Wang2018	Ex5b	UCHL1
Brain_PFC_Wang2018	Ex5b	AFF3
Brain_PFC_Wang2018	Ex5b	KCNMA1
Brain_PFC_Wang2018	Ex5b	NGEF
Brain_PFC_Wang2018	Ex5b	EML6
Brain_PFC_Wang2018	Ex5b	BMPER
Brain_PFC_Wang2018	Ex5b	PTPRT
Brain_PFC_Wang2018	Ex5b	PPFIBP1
Brain_PFC_Wang2018	Ex5b	AC091878.1
Brain_PFC_Wang2018	Ex5b	PRICKLE1
Brain_PFC_Wang2018	Ex5b	CACNA1C
Brain_PFC_Wang2018	Ex5b	CAMK1D
Brain_PFC_Wang2018	Ex5b	KCNH1
Brain_PFC_Wang2018	Ex5b	SLC4A10
Brain_PFC_Wang2018	Ex5b	PPP3CA
Brain_PFC_Wang2018	Ex5b	MAPK10
Brain_PFC_Wang2018	Ex5b	PID1
Brain_PFC_Wang2018	Ex5b	TRIM9
Brain_PFC_Wang2018	Ex5b	NCALD
Brain_PFC_Wang2018	Ex5b	AC011288.2
Brain_PFC_Wang2018	Ex5b	CNTN3
Brain_PFC_Wang2018	Ex5b	BRINP3
Brain_PFC_Wang2018	Ex5b	NUAK1
Brain_PFC_Wang2018	Ex5b	DIRAS2
Brain_PFC_Wang2018	Ex5b	MAP2
Brain_PFC_Wang2018	Ex5b	UNC80
Brain_PFC_Wang2018	Ex5b	DGKI
Brain_PFC_Wang2018	Ex5b	LINC01250
Brain_PFC_Wang2018	Ex5b	DOK6
Brain_PFC_Wang2018	Ex5b	EPHA5
Brain_PFC_Wang2018	Ex5b	SCN3A
Brain_PFC_Wang2018	Ex5b	NPAS2
Brain_PFC_Wang2018	Ex5b	DLGAP2
Brain_PFC_Wang2018	Ex5b	SLC39A10
Brain_PFC_Wang2018	Ex5b	MAST3
Brain_PFC_Wang2018	Ex5b	APBA2
Brain_PFC_Wang2018	Ex5b	PI4KA
Brain_PFC_Wang2018	Ex5b	ARHGAP26
Brain_PFC_Wang2018	Ex5b	PACRG
Brain_PFC_Wang2018	Ex5b	PRKAG2
Brain_PFC_Wang2018	Ex5b	SLIT3
Brain_PFC_Wang2018	Ex5b	HOMER1
Brain_PFC_Wang2018	Ex5b	NPTX1
Brain_PFC_Wang2018	Ex5b	MAGI3
Brain_PFC_Wang2018	Ex5b	VPS13A
Brain_PFC_Wang2018	Ex5b	SHISA9
Brain_PFC_Wang2018	Ex5b	NWD2
Brain_PFC_Wang2018	Ex5b	EXT1
Brain_PFC_Wang2018	Ex5b	ARL15
Brain_PFC_Wang2018	Ex5b	WASF1
Brain_PFC_Wang2018	Ex5b	PPP2R2C
Brain_PFC_Wang2018	Ex5b	ITPR1
Brain_PFC_Wang2018	Ex5b	BCL11A
Brain_PFC_Wang2018	Ex5b	CACNG3
Brain_PFC_Wang2018	Ex5b	CHD5
Brain_PFC_Wang2018	Ex5b	RASA2
Brain_PFC_Wang2018	Ex5b	SEPT11
Brain_PFC_Wang2018	Ex5b	MLIP
Brain_PFC_Wang2018	Ex5b	MICAL2
Brain_PFC_Wang2018	Ex5b	RAP1GAP2
Brain_PFC_Wang2018	Ex5b	FMN2
Brain_PFC_Wang2018	Ex5b	BASP1
Brain_PFC_Wang2018	Ex5b	GLS
Brain_PFC_Wang2018	Ex5b	FAT3
Brain_PFC_Wang2018	Ex5b	RGS4
Brain_PFC_Wang2018	Ex5b	KCTD16
Brain_PFC_Wang2018	Ex5b	TUBA1B
Brain_PFC_Wang2018	Ex5b	MEG8
Brain_PFC_Wang2018	Ex5b	DGKZ
Brain_PFC_Wang2018	Ex5b	LMO3
Brain_PFC_Wang2018	Ex5b	NIN
Brain_PFC_Wang2018	Ex5b	SERPINI1
Brain_PFC_Wang2018	Ex5b	PRICKLE2
Brain_PFC_Wang2018	Ex5b	KIAA1549L
Brain_PFC_Wang2018	Ex5b	DCC
Brain_PFC_Wang2018	Ex5b	NEFL
Brain_PFC_Wang2018	Ex5b	VPS41
Brain_PFC_Wang2018	Ex5b	ADAM23
Brain_PFC_Wang2018	Ex5b	SHC3
Brain_PFC_Wang2018	Ex5b	FBXL2
Brain_PFC_Wang2018	Ex5b	KCTD1
Brain_PFC_Wang2018	Ex5b	TOX
Brain_PFC_Wang2018	Ex5b	WDR17
Brain_PFC_Wang2018	Ex5b	FOCAD
Brain_PFC_Wang2018	Ex5b	MIR124-2HG
Brain_PFC_Wang2018	Ex5b	ELAVL4
Brain_PFC_Wang2018	Ex5b	MIAT
Brain_PFC_Wang2018	Ex5b	ST8SIA5
Brain_PFC_Wang2018	Ex5b	BSN
Brain_PFC_Wang2018	Ex5b	YWHAH
Brain_PFC_Wang2018	Ex5b	GUCY1A2
Brain_PFC_Wang2018	Ex5b	TESPA1
Brain_PFC_Wang2018	Ex5b	AC007246.3
Brain_PFC_Wang2018	Ex6a	HTR2C
Brain_PFC_Wang2018	Ex6a	IFNG-AS1
Brain_PFC_Wang2018	Ex6a	ASIC2
Brain_PFC_Wang2018	Ex6a	NPSR1-AS1
Brain_PFC_Wang2018	Ex6a	TSHZ2
Brain_PFC_Wang2018	Ex6a	RP11-420N3.3
Brain_PFC_Wang2018	Ex6a	ROBO3
Brain_PFC_Wang2018	Ex6a	DPP10
Brain_PFC_Wang2018	Ex6a	ITGA8
Brain_PFC_Wang2018	Ex6a	ZNF385D
Brain_PFC_Wang2018	Ex6a	HS3ST4
Brain_PFC_Wang2018	Ex6a	PCP4
Brain_PFC_Wang2018	Ex6a	CRYM
Brain_PFC_Wang2018	Ex6a	TMEM155
Brain_PFC_Wang2018	Ex6a	LRP1B
Brain_PFC_Wang2018	Ex6a	LHFPL3
Brain_PFC_Wang2018	Ex6a	KCNT2
Brain_PFC_Wang2018	Ex6a	SEMA5B
Brain_PFC_Wang2018	Ex6a	GRM8
Brain_PFC_Wang2018	Ex6a	DIRAS2
Brain_PFC_Wang2018	Ex6a	MDGA2
Brain_PFC_Wang2018	Ex6a	SORCS2
Brain_PFC_Wang2018	Ex6a	OLFM3
Brain_PFC_Wang2018	Ex6a	MEG3
Brain_PFC_Wang2018	Ex6a	PRR16
Brain_PFC_Wang2018	Ex6a	TLE4
Brain_PFC_Wang2018	Ex6a	GRIP1
Brain_PFC_Wang2018	Ex6a	TLL1
Brain_PFC_Wang2018	Ex6a	KCNIP1
Brain_PFC_Wang2018	Ex6a	FGFR1
Brain_PFC_Wang2018	Ex6a	TRHDE
Brain_PFC_Wang2018	Ex6a	CHRM2
Brain_PFC_Wang2018	Ex6a	CPNE4
Brain_PFC_Wang2018	Ex6a	LUZP2
Brain_PFC_Wang2018	Ex6a	ANKRD20A5P
Brain_PFC_Wang2018	Ex6a	BCL11B
Brain_PFC_Wang2018	Ex6a	GHR
Brain_PFC_Wang2018	Ex6a	KIAA1456
Brain_PFC_Wang2018	Ex6a	SEMA3E
Brain_PFC_Wang2018	Ex6a	CNTNAP2
Brain_PFC_Wang2018	Ex6a	CDH8
Brain_PFC_Wang2018	Ex6a	DAB1
Brain_PFC_Wang2018	Ex6a	KCNB2
Brain_PFC_Wang2018	Ex6a	COL11A1
Brain_PFC_Wang2018	Ex6a	TOX
Brain_PFC_Wang2018	Ex6a	SLC24A2
Brain_PFC_Wang2018	Ex6a	MYRIP
Brain_PFC_Wang2018	Ex6a	RYR2
Brain_PFC_Wang2018	Ex6a	NLGN1
Brain_PFC_Wang2018	Ex6a	VWC2L
Brain_PFC_Wang2018	Ex6a	MAPK10
Brain_PFC_Wang2018	Ex6a	DPY19L1
Brain_PFC_Wang2018	Ex6a	SNTG1
Brain_PFC_Wang2018	Ex6a	DSCAM
Brain_PFC_Wang2018	Ex6a	NRG3
Brain_PFC_Wang2018	Ex6a	FOXP2
Brain_PFC_Wang2018	Ex6a	DCLK1
Brain_PFC_Wang2018	Ex6a	GRIN3A
Brain_PFC_Wang2018	Ex6a	CLSTN2
Brain_PFC_Wang2018	Ex6a	ERC2
Brain_PFC_Wang2018	Ex6a	SPOCK1
Brain_PFC_Wang2018	Ex6a	KIAA1217
Brain_PFC_Wang2018	Ex6a	LDB2
Brain_PFC_Wang2018	Ex6a	PTPRD
Brain_PFC_Wang2018	Ex6a	CDH13
Brain_PFC_Wang2018	Ex6a	ENPP7P4
Brain_PFC_Wang2018	Ex6a	ZNF385B
Brain_PFC_Wang2018	Ex6a	KHDRBS2
Brain_PFC_Wang2018	Ex6a	RALGPS2
Brain_PFC_Wang2018	Ex6a	ALCAM
Brain_PFC_Wang2018	Ex6a	ADAMTS19
Brain_PFC_Wang2018	Ex6a	NKAIN2
Brain_PFC_Wang2018	Ex6a	MGAT4C
Brain_PFC_Wang2018	Ex6a	AGBL4
Brain_PFC_Wang2018	Ex6a	DLC1
Brain_PFC_Wang2018	Ex6a	ADCY2
Brain_PFC_Wang2018	Ex6a	OPCML
Brain_PFC_Wang2018	Ex6a	PDZRN4
Brain_PFC_Wang2018	Ex6a	RANBP17
Brain_PFC_Wang2018	Ex6a	PCDH17
Brain_PFC_Wang2018	Ex6a	CSMD3
Brain_PFC_Wang2018	Ex6a	GALNT14
Brain_PFC_Wang2018	Ex6a	KCTD8
Brain_PFC_Wang2018	Ex6a	GRM5
Brain_PFC_Wang2018	Ex6a	SYT1
Brain_PFC_Wang2018	Ex6a	STXBP6
Brain_PFC_Wang2018	Ex6a	LMO7
Brain_PFC_Wang2018	Ex6a	GABRG3
Brain_PFC_Wang2018	Ex6a	GRM3
Brain_PFC_Wang2018	Ex6a	LRRTM3
Brain_PFC_Wang2018	Ex6a	CHSY3
Brain_PFC_Wang2018	Ex6a	CORO6
Brain_PFC_Wang2018	Ex6a	DCC
Brain_PFC_Wang2018	Ex6a	FARP1
Brain_PFC_Wang2018	Ex6a	UST
Brain_PFC_Wang2018	Ex6a	PTPN13
Brain_PFC_Wang2018	Ex6a	TRPM2
Brain_PFC_Wang2018	Ex6a	MEIS2
Brain_PFC_Wang2018	Ex6a	RP11-586K2.1
Brain_PFC_Wang2018	Ex6a	NYAP2
Brain_PFC_Wang2018	Ex6a	PLXNA4
Brain_PFC_Wang2018	Ex6a	DOCK4
Brain_PFC_Wang2018	Ex6a	SGCD
Brain_PFC_Wang2018	Ex6a	EML6
Brain_PFC_Wang2018	Ex6a	SLC44A5
Brain_PFC_Wang2018	Ex6a	DIP2A
Brain_PFC_Wang2018	Ex6a	KIAA0319
Brain_PFC_Wang2018	Ex6a	KLHL5
Brain_PFC_Wang2018	Ex6a	BACH2
Brain_PFC_Wang2018	Ex6a	MLLT4
Brain_PFC_Wang2018	Ex6a	SH3RF3
Brain_PFC_Wang2018	Ex6a	STRBP
Brain_PFC_Wang2018	Ex6a	CAMK2D
Brain_PFC_Wang2018	Ex6a	CTC-340A15.2
Brain_PFC_Wang2018	Ex6a	ITM2C
Brain_PFC_Wang2018	Ex6a	TMEM232
Brain_PFC_Wang2018	Ex6a	DPY19L2P1
Brain_PFC_Wang2018	Ex6a	FRAS1
Brain_PFC_Wang2018	Ex6a	CELF2
Brain_PFC_Wang2018	Ex6a	ZNF704
Brain_PFC_Wang2018	Ex6a	MAP1B
Brain_PFC_Wang2018	Ex6a	CHN1
Brain_PFC_Wang2018	Ex6a	HS6ST3
Brain_PFC_Wang2018	Ex6a	MAGI3
Brain_PFC_Wang2018	Ex6a	SDK1
Brain_PFC_Wang2018	Ex6a	SCN3B
Brain_PFC_Wang2018	Ex6a	MYT1L
Brain_PFC_Wang2018	Ex6a	CADPS
Brain_PFC_Wang2018	Ex6a	AC074363.1
Brain_PFC_Wang2018	Ex6a	PCDH11Y
Brain_PFC_Wang2018	Ex6a	PTPRR
Brain_PFC_Wang2018	Ex6a	NELL2
Brain_PFC_Wang2018	Ex6a	SLC24A3
Brain_PFC_Wang2018	Ex6a	FRMD4A
Brain_PFC_Wang2018	Ex6a	ASTN2
Brain_PFC_Wang2018	Ex6a	LINGO2
Brain_PFC_Wang2018	Ex6a	KCNH7
Brain_PFC_Wang2018	Ex6a	NELL1
Brain_PFC_Wang2018	Ex6a	SLC35F3
Brain_PFC_Wang2018	Ex6a	RP1-34H18.1
Brain_PFC_Wang2018	Ex6a	GRIN2B
Brain_PFC_Wang2018	Ex6a	PAK7
Brain_PFC_Wang2018	Ex6a	PHACTR1
Brain_PFC_Wang2018	Ex6a	RPH3A
Brain_PFC_Wang2018	Ex6a	HERC1
Brain_PFC_Wang2018	Ex6a	NBEA
Brain_PFC_Wang2018	Ex6a	CERS6
Brain_PFC_Wang2018	Ex6a	KCNQ3
Brain_PFC_Wang2018	Ex6a	ARPP21
Brain_PFC_Wang2018	Ex6a	XKR6
Brain_PFC_Wang2018	Ex6a	DLGAP4
Brain_PFC_Wang2018	Ex6a	SLC35F1
Brain_PFC_Wang2018	Ex6a	PTPRN2
Brain_PFC_Wang2018	Ex6a	GRIN2A
Brain_PFC_Wang2018	Ex6a	PAK3
Brain_PFC_Wang2018	Ex6a	SOX5
Brain_PFC_Wang2018	Ex6a	OXR1
Brain_PFC_Wang2018	Ex6a	ST6GALNAC5
Brain_PFC_Wang2018	Ex6a	EVL
Brain_PFC_Wang2018	Ex6a	HIVEP2
Brain_PFC_Wang2018	Ex6a	SNCA
Brain_PFC_Wang2018	Ex6a	GPR158
Brain_PFC_Wang2018	Ex6a	AC005592.2
Brain_PFC_Wang2018	Ex6a	LRRC4C
Brain_PFC_Wang2018	Ex6a	TLN2
Brain_PFC_Wang2018	Ex6a	LRRC7
Brain_PFC_Wang2018	Ex6a	AEBP2
Brain_PFC_Wang2018	Ex6a	FMN2
Brain_PFC_Wang2018	Ex6a	ANKRD30BL
Brain_PFC_Wang2018	Ex6a	ELAVL4
Brain_PFC_Wang2018	Ex6a	NEGR1
Brain_PFC_Wang2018	Ex6a	MACROD2
Brain_PFC_Wang2018	Ex6a	BCL11A
Brain_PFC_Wang2018	Ex6a	PRICKLE1
Brain_PFC_Wang2018	Ex6a	CAP2
Brain_PFC_Wang2018	Ex6a	IDS
Brain_PFC_Wang2018	Ex6a	RNF144A
Brain_PFC_Wang2018	Ex6a	TANC2
Brain_PFC_Wang2018	Ex6a	CACNB4
Brain_PFC_Wang2018	Ex6a	SCN8A
Brain_PFC_Wang2018	Ex6a	FRMPD4
Brain_PFC_Wang2018	Ex6a	EPHA5
Brain_PFC_Wang2018	Ex6a	RPS6KC1
Brain_PFC_Wang2018	Ex6a	CDK14
Brain_PFC_Wang2018	Ex6a	SV2B
Brain_PFC_Wang2018	Ex6a	HDAC9
Brain_PFC_Wang2018	Ex6a	CHL1
Brain_PFC_Wang2018	Ex6a	BMPER
Brain_PFC_Wang2018	Ex6a	MARK1
Brain_PFC_Wang2018	Ex6a	SORL1
Brain_PFC_Wang2018	Ex6a	PLEKHA5
Brain_PFC_Wang2018	Ex6a	PGM2L1
Brain_PFC_Wang2018	Ex6a	EFR3A
Brain_PFC_Wang2018	Ex6a	SETBP1
Brain_PFC_Wang2018	Ex6a	FAM189A1
Brain_PFC_Wang2018	Ex6a	SORBS2
Brain_PFC_Wang2018	Ex6a	RP5-921G16.1
Brain_PFC_Wang2018	Ex6a	SLC8A1
Brain_PFC_Wang2018	Ex6a	TUBA1B
Brain_PFC_Wang2018	Ex6a	TPST1
Brain_PFC_Wang2018	Ex6a	ARHGAP44
Brain_PFC_Wang2018	Ex6a	CACNA1B
Brain_PFC_Wang2018	Ex6a	RAP1GAP2
Brain_PFC_Wang2018	Ex6a	HCN1
Brain_PFC_Wang2018	Ex6a	BRAF
Brain_PFC_Wang2018	Ex6a	KCNJ6
Brain_PFC_Wang2018	Ex6a	BASP1
Brain_PFC_Wang2018	Ex6a	ZFYVE28
Brain_PFC_Wang2018	Ex6a	EXOC4
Brain_PFC_Wang2018	Ex6a	SPAG16
Brain_PFC_Wang2018	Ex6a	NDFIP1
Brain_PFC_Wang2018	Ex6a	ZBTB16
Brain_PFC_Wang2018	Ex6a	SUSD4
Brain_PFC_Wang2018	Ex6a	RAPGEF4
Brain_PFC_Wang2018	Ex6a	PTPRT
Brain_PFC_Wang2018	Ex6a	FAM49A
Brain_PFC_Wang2018	Ex6a	MICU1
Brain_PFC_Wang2018	Ex6a	IQSEC1
Brain_PFC_Wang2018	Ex6a	UCHL1
Brain_PFC_Wang2018	Ex6a	LINC00632
Brain_PFC_Wang2018	Ex6a	KIFAP3
Brain_PFC_Wang2018	Ex6a	MYO5A
Brain_PFC_Wang2018	Ex6a	PLCL2
Brain_PFC_Wang2018	Ex6a	SRRM3
Brain_PFC_Wang2018	Ex6a	EPB41L3
Brain_PFC_Wang2018	Ex6a	GABRA1
Brain_PFC_Wang2018	Ex6a	FAM153B
Brain_PFC_Wang2018	Ex6a	ASAP1
Brain_PFC_Wang2018	Ex6a	DANT2
Brain_PFC_Wang2018	Ex6a	RBM5
Brain_PFC_Wang2018	Ex6a	KHDRBS3
Brain_PFC_Wang2018	Ex6a	CACNG3
Brain_PFC_Wang2018	Ex6a	SHISA9
Brain_PFC_Wang2018	Ex6b	HS3ST4
Brain_PFC_Wang2018	Ex6b	SEMA3E
Brain_PFC_Wang2018	Ex6b	ASIC2
Brain_PFC_Wang2018	Ex6b	KIAA1217
Brain_PFC_Wang2018	Ex6b	DPP10
Brain_PFC_Wang2018	Ex6b	LRP1B
Brain_PFC_Wang2018	Ex6b	PTPRD
Brain_PFC_Wang2018	Ex6b	MDGA2
Brain_PFC_Wang2018	Ex6b	EGFEM1P
Brain_PFC_Wang2018	Ex6b	ROBO2
Brain_PFC_Wang2018	Ex6b	DLC1
Brain_PFC_Wang2018	Ex6b	SLC8A1
Brain_PFC_Wang2018	Ex6b	RALYL
Brain_PFC_Wang2018	Ex6b	PDZRN4
Brain_PFC_Wang2018	Ex6b	TLE4
Brain_PFC_Wang2018	Ex6b	CSMD1
Brain_PFC_Wang2018	Ex6b	MEG3
Brain_PFC_Wang2018	Ex6b	CLSTN2
Brain_PFC_Wang2018	Ex6b	RYR3
Brain_PFC_Wang2018	Ex6b	FOXP2
Brain_PFC_Wang2018	Ex6b	RXFP1
Brain_PFC_Wang2018	Ex6b	MCTP1
Brain_PFC_Wang2018	Ex6b	RYR2
Brain_PFC_Wang2018	Ex6b	PHACTR1
Brain_PFC_Wang2018	Ex6b	RP11-586K2.1
Brain_PFC_Wang2018	Ex6b	LRRTM4
Brain_PFC_Wang2018	Ex6b	TMEFF2
Brain_PFC_Wang2018	Ex6b	SLC35F1
Brain_PFC_Wang2018	Ex6b	NRG3
Brain_PFC_Wang2018	Ex6b	SLIT1
Brain_PFC_Wang2018	Ex6b	TRPM3
Brain_PFC_Wang2018	Ex6b	CADPS
Brain_PFC_Wang2018	Ex6b	SYNPO2
Brain_PFC_Wang2018	Ex6b	OLFM3
Brain_PFC_Wang2018	Ex6b	SYT1
Brain_PFC_Wang2018	Ex6b	PDE4D
Brain_PFC_Wang2018	Ex6b	NRG1
Brain_PFC_Wang2018	Ex6b	ARPP21
Brain_PFC_Wang2018	Ex6b	CELF2
Brain_PFC_Wang2018	Ex6b	NKAIN2
Brain_PFC_Wang2018	Ex6b	LUZP2
Brain_PFC_Wang2018	Ex6b	FRMPD4
Brain_PFC_Wang2018	Ex6b	KALRN
Brain_PFC_Wang2018	Ex6b	EPHA5
Brain_PFC_Wang2018	Ex6b	DLG2
Brain_PFC_Wang2018	Ex6b	GRIK3
Brain_PFC_Wang2018	Ex6b	GABRG3
Brain_PFC_Wang2018	Ex6b	AGBL4
Brain_PFC_Wang2018	Ex6b	KCNH5
Brain_PFC_Wang2018	Ex6b	KHDRBS3
Brain_PFC_Wang2018	Ex6b	FAM155A
Brain_PFC_Wang2018	Ex6b	KCNH7
Brain_PFC_Wang2018	Ex6b	DMD
Brain_PFC_Wang2018	Ex6b	COL24A1
Brain_PFC_Wang2018	Ex6b	PEX5L
Brain_PFC_Wang2018	Ex6b	ATP2B1
Brain_PFC_Wang2018	Ex6b	SORBS2
Brain_PFC_Wang2018	Ex6b	SCN3B
Brain_PFC_Wang2018	Ex6b	DSCAM
Brain_PFC_Wang2018	Ex6b	RP1-34H18.1
Brain_PFC_Wang2018	Ex6b	PRKCB
Brain_PFC_Wang2018	Ex6b	MIR137HG
Brain_PFC_Wang2018	Ex6b	SV2B
Brain_PFC_Wang2018	Ex6b	NPTX1
Brain_PFC_Wang2018	Ex6b	PDE1A
Brain_PFC_Wang2018	Ex6b	OPCML
Brain_PFC_Wang2018	Ex6b	XKR4
Brain_PFC_Wang2018	Ex6b	MEIS2
Brain_PFC_Wang2018	Ex6b	NELL2
Brain_PFC_Wang2018	Ex6b	LINC01122
Brain_PFC_Wang2018	Ex6b	CACNA2D3
Brain_PFC_Wang2018	Ex6b	PCDH11X
Brain_PFC_Wang2018	Ex6b	ERC2
Brain_PFC_Wang2018	Ex6b	GRIA3
Brain_PFC_Wang2018	Ex6b	DIRAS2
Brain_PFC_Wang2018	Ex6b	PRKAG2
Brain_PFC_Wang2018	Ex6b	CHSY3
Brain_PFC_Wang2018	Ex6b	DCLK1
Brain_PFC_Wang2018	Ex6b	ANKS1B
Brain_PFC_Wang2018	Ex6b	AQP4-AS1
Brain_PFC_Wang2018	Ex6b	LDB2
Brain_PFC_Wang2018	Ex6b	KCNMB4
Brain_PFC_Wang2018	Ex6b	AK5
Brain_PFC_Wang2018	Ex6b	MMP16
Brain_PFC_Wang2018	Ex6b	PCDH11Y
Brain_PFC_Wang2018	Ex6b	LRRC7
Brain_PFC_Wang2018	Ex6b	SEZ6L
Brain_PFC_Wang2018	Ex6b	DGKG
Brain_PFC_Wang2018	Ex6b	PAK7
Brain_PFC_Wang2018	Ex6b	TANC2
Brain_PFC_Wang2018	Ex6b	AFF3
Brain_PFC_Wang2018	Ex6b	CHN1
Brain_PFC_Wang2018	Ex6b	RAP1GAP2
Brain_PFC_Wang2018	Ex6b	GRM5
Brain_PFC_Wang2018	Ex6b	PCLO
Brain_PFC_Wang2018	Ex6b	LARGE
Brain_PFC_Wang2018	Ex6b	DGKI
Brain_PFC_Wang2018	Ex6b	ADCY1
Brain_PFC_Wang2018	Ex6b	ZFPM2
Brain_PFC_Wang2018	Ex6b	NFIB
Brain_PFC_Wang2018	Ex6b	KHDRBS2
Brain_PFC_Wang2018	Ex6b	DPY19L2P1
Brain_PFC_Wang2018	Ex6b	NEGR1
Brain_PFC_Wang2018	Ex6b	KCNQ5
Brain_PFC_Wang2018	Ex6b	AC091878.1
Brain_PFC_Wang2018	Ex6b	C8orf34
Brain_PFC_Wang2018	Ex6b	RAP1GAP
Brain_PFC_Wang2018	Ex6b	FRAS1
Brain_PFC_Wang2018	Ex6b	NRCAM
Brain_PFC_Wang2018	Ex6b	GRM3
Brain_PFC_Wang2018	Ex6b	CACNA1E
Brain_PFC_Wang2018	Ex6b	NDFIP2
Brain_PFC_Wang2018	Ex6b	CCSER1
Brain_PFC_Wang2018	Ex6b	DOCK4
Brain_PFC_Wang2018	Ex6b	CAMK2D
Brain_PFC_Wang2018	Ex6b	DIP2A
Brain_PFC_Wang2018	Ex6b	ADAM23
Brain_PFC_Wang2018	Ex6b	PRICKLE1
Brain_PFC_Wang2018	Ex6b	CNTNAP5
Brain_PFC_Wang2018	Ex6b	GARNL3
Brain_PFC_Wang2018	Ex6b	SLIT3
Brain_PFC_Wang2018	Ex6b	TMEM178A
Brain_PFC_Wang2018	Ex6b	KIAA1456
Brain_PFC_Wang2018	Ex6b	POU6F2
Brain_PFC_Wang2018	Ex6b	BCL11A
Brain_PFC_Wang2018	Ex6b	HECW1
Brain_PFC_Wang2018	Ex6b	PCDH7
Brain_PFC_Wang2018	Ex6b	DSCAML1
Brain_PFC_Wang2018	Ex6b	PTPRN2
Brain_PFC_Wang2018	Ex6b	RIMS2
Brain_PFC_Wang2018	Ex6b	PLEKHA5
Brain_PFC_Wang2018	Ex6b	MLLT4
Brain_PFC_Wang2018	Ex6b	NGEF
Brain_PFC_Wang2018	Ex6b	SLC17A7
